file,artist,title,lyrics,tags,mood,year
TRABAFJ128F42AF24E.h5,Backstreet Boys,Larger Than Life,"I may run and hide when you're screamin' my name, alright
But let me tell you now, there are prices to fame, alright
All of our time spent in flashes of light

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger than life, alright

Looking at the crowd and I see your body sway, c'mon
Wishin' I could thank you in a different way, c'mon
'Cause all of your time spent keeps us alive

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger than life

Larger than life
Yeah, that's right
All of your time spent keeps us alive, yeah
Every time we're down, you can make it right

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger than life

Yeah, every time we're down
Yeah, you can make it right
Yeah, that's what makes you larger than life, yeah

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger, that makes you larger
Than makes you larger than life, yeah","['pop', '90s', 'backstreetboys', 'dance', 'boybands', 'BSB', 'guiltypleasure', 'malevocalists', '1999', 'GuiltyPleasures', 'largerthanlife', 'american', 'boyband', 'party', 'rock', 'upbeat', 'fun', '""90s""', 'nostalgia', 'seenlive', 'maxmartin', '90spop', 'millennium', 'memories', 'malevocalist', 'Ilovethissong', 'boyband', 'iknowallthewordstothis', 'apartofmeisstillthirteenandIlikeitthatway', 'backstreetboys', 'BackstretBoys', 'classic', 'sexy', 'poprock', 'Love', 'dance-pop', 'club', 'heardonPandora', 'dancepop', 'top40', 'Pop-Rock', 'running', 'Friday', 'childhood', '7of10stars', 'boybands', 'teenpop', 'ballroom', 'songsIabsolutelylove', 'myfavorite', 'kid-safe', 'singitifyaknowit', 'listenedmiliontimesandnevergotboredevenforasecond', 'Discofox', 'sweetnostalgia', 'itwasacceptableinthe90s', 'largerthanlive', 'Soundtrack', 'gabriel', 'chillout', '80s', 'british', 'emo', 'clean', 'favorites', 'energy', 'catchy', 'easylistening', 'Awesome', 'feelgood', 'themesongs', 'Driving', 'malevocal', 'oldskool', 'darkside', 'FavoriteArtists', 'rnb', 'partymusic', 'greatsong', 'cool', '90sdance', 'bouncy', 'chillout', 'Favourites', 'loveatfirstlisten', 'iamapartygirlhereismysoundtrack', 'maroon5', 'bubblegum', 'classics', 'angel', 'weekend', 'malevocals', 'personalfavourites', 'favoritesong', 'partytime', 'vocalization', 'allthebest', '1990s', 'Europop', 'Dream']",1,1999
TRAXVGE128E0783F1D.h5,Gwen Stefani,What You Waiting For?,"What an amazing time
What a family
How did the years go by
Now it's only me

Tick-tock 
Nani matteru no?
Tick-tock 
Nani matteru no?
Tick-tock, tick-tock 
Komatterunjyane
Tick-tock, tick-tock
Tick-tock, tick-tock 
La la la la la la la 
Komatterunjyane

I'm like a cat-in-heat stuck in a moving car
A scary conversation, shut my eyes, can't find the brake
What if they say that you're a climber?
Naturally I'm worried if I do it alone
Who really cares 'cause it's your life
You never know, it could be great
Take a chance 'cause you might grow
Oh, uh oh

What you waiting, what you waiting, what you waiting
What you waiting, what you waiting for?
What you waiting, what you waiting, what you waiting
What you waiting, what you waiting for?

Tick-tock, tick-tock nani matteru...
Tick-tock, tick-tock matteru...
Take a chance you stupid hoe

Like an echo pedal, you're repeating yourself
You know it all by heart
Why are you standing in one place?
Born to blossom, bloom to perish
Your moment will run out 'cause of your sex chromosome
I know it's so messed up how our society all thinks
Life is short, you're capable
Oh, uh oh

Look at your watch now
You're still a super hot female
You got your million dollar contract
And they're all waiting for your hot track

What you waiting, what you waiting, what you waiting
What you waiting, what you waiting for?
What you waiting, what you waiting, what you waiting
What you waiting, what you waiting for?

I can't wait to go 
Back into Japan
Get me lots of brand new fans
Osaka, Tokyo
You Harajuku girls 
Damn, you've got some wicked style
Go

Look at your watch now
You're still a super hot female
You got your million dollar contract
And they're all waiting for your hot track

What you waiting, what you waiting, what you waiting
What you waiting, what you waiting for?
What you waiting, what you waiting, what you waiting
What you waiting, what you waiting for?

What you waiting for? what you waiting for?
Take a chance you stupid hoe
Komatterunjyane, go back do Japan
Take a chance you stupid hoe
Take a chance you stupid hoe
Take a chance you stupid hoe.","['pop', 'dance', 'femalevocalists', 'gwenstefani', 'rock', '00s', 'electronic', 'poprock', 'alternative', 'catchy', 'Gwen', 'electropop', 'female', 'american', 'party', 'happy', '2004', 'fun', 'instrumental', 'newwave', 'femalevocalist', 'sexy', 'jazz', 'Hip-Hop', 'electronica', 'Energetic', 'guiltypleasure', 'LindaPerry', '2000s', 'NoDoubt', 'indie', 'chill', 'favorites', 'Love', 'Awesome', 'Mellow', 'amazing', 'glam', 'dancepop', '2005', 'whatyouwaitingfor', 'gwenstefani-whatyouwaitingfor', 'chillout', 'electro', 'dance-pop', 'funk', 'rnb', 'cool', 'addictive', 'purepop', 'iwishicouldmakeavideoforthis', 'fuckinggeniuspop', 'hiphop', 'favoritesongs', 'singer-songwriter', 'FavoriteArtists', 'synthpop', 'femalevocals', 'loved', 'Pop-Rock', 'popdance', 'catchypop', 'lovesit', 'songsilovebutnoonecanimaginemelisteningto', 'VerboteneLiebe', 'Heejj', 'harajukugirls', 'christianalexandertietgen', 'favoritegwentrax']",1,2004
TRAFMHY128F92FDDBF.h5,Del Tha Funkee Homosapien,Ya Lil' Crumbsnatchers (LP Version),"DEL made a pact to be well natural
Back from the wishing well to sell actual
Funk from the fungus grown in the trench
It's getting kinda heavy so I gotta pinch an inch
And it's a snitch

To let my hair grow like a plant
Eliminate the fat gold chains and the diaper pants
Trade 'em for a pair Girbauds
Never make friends with the fraudulent foes

Yes I suppose that I'm fat from the supper
Skinny from the many that try to eat plenty
Now I got to flip on a copper like a penny
Vise uh versa, quench your thirst

With a swig of grapefruit juice straight from the thermos
Hock your jewels, and you can drop your tools
And make a move that can turn us in the right direction
Show your affection as I correct men

Who try to pull the wool over the third eye
Comin' fly with Mr. Greenjeans
It's a bird eye view of the meadow
As I greet the many people that I meet with a hello

""How do you do my compadre?"", What up Kwame?
Back to the Meadow so I can show I'm a
Smooth black brother that is gifted
And if you try to lift this, yes, I got a witness
Nicknamed the Emperor, this wasn't meant for ya'

Ya little crumbsnatcher","['Hip-Hop', 'goldenagehiphop', 'hiphop', 'rap', 'undergroundhip-hop', 'relaxed', 'upbeat', 'american', 'fun', '1991', 'elektra', 'DelThaFunkyHomosapien', 'StreetKnowledgeProductions', 'StreetPie', 'undergroundpie']",1,1991
TRAAVRJ128F92FF90A.h5,!!!,Myth Takes,"It only takes a little bit of gleam or glimmer
Only just a little bit of shake or shiver
Nothing never matters 'til it's shattered
Smothered and covered, splattered all over Manhattan

And sha, sha, sha sha sha-doobie
Sometimes it's really just like the movies

Was a glimpse, a little bit, enough to make a difference
And nothing's been the same since the chain of events
It's the place where dreams come true
Dreams can still be nightmares too

And ah sha, sha, sha sha whoa whoa
Too much is close enough for rock 'n roll

Should've known the world was cold, next time you'll pack a sweater
Poets from the days of old have never said it better
Sometimes it really glitters and sometimes it's even gold
Baby, when it isn't then it must be rock 'n roll

And ah sha, sha, sha sha sha-doobie
Sometimes it's really just like the movies

Sha, sha, sha sha sha-doobie
Sometimes you just stay home and watch movies","['indie', 'dance', 'electronic', 'dancepunk', 'indierock', 'rock', 'amayzesloved', 'americanilike', 'alternative', 'cool', 'discopunk', 'seenlive', 'experimental', 'funk', 'punkfunk', 'davaho53', 'electronica', 'catchy', 'Awesome', 'upbeat', 'Favourites', 'dancerock', 'dance-punk', 'ElectronicaDance', 'rockelectro', 'chill', 'alternativerock', 'newyork', 'indiepop', 'electro', 'happy', 'Love', 'dark', 'Fusion', 'post-punk', 'techno', 'Warp', 'psychedelic', 'groove', 'Energetic', 'sunday', 'club', 'ninjatune', 'party', 'Irreverent', 'psych', 'amazing', 'Indie-Rock', 'partymusic', '2007', 'punk-funk', 'songsilove', 'indiedisco', 'danceelectronica', 'independent', 'Indietronic', 'checkout', 'bestof2007', '2000s', 'radioparadise', 'radioparadise', '7of10stars', 'altrock', 'danceparty', 'rhythm', 'dancing', 'goodmusic', 'Miscellaneous', 'neat', 'rich', 'myth', 'Leftfield', 'iamaspyhereismysoundtrack', 'jog', 'lovedtracks', 'neurave', 'chacha', 'gitarre', 'DJset', 'ohyeah', 'mdma', 'FuckinAWESOME', 'vid', 'underthreeminutes', 'socool', 'dancedance', 'somafm', 'electronicindie', 'ThrowDown', 'absolutelyessential', 'imsomnia', 'Casual', 'chkchkchk', 'myringtone', 'Solomusika-Loved', 'clubmisfits', 'martinienmanoyricacha', 'Bagel', 'Autofahrmusik', 'spinspinsugar']",1,2007
TRASYQQ128F425092B.h5,The Killers,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),"Comin' out of my cage
And I've been doin' just fine
Gotta gotta be down
Because I want it all

It started out with a kiss
How did it end up like this?
It was only a kiss
It was only a kiss

Now I'm falling asleep
And she's calling a cab
While he's havin' a smoke
And she's takin' a drag

Now they're going to bed
And my stomach is sick
And it's all in my head but she's touching his chest now
He takes off her dress now
Let me go

And I just can't look
It's killing me
And taking control

Jealousy
Turning saints into the sea
Swimming through sick lullabies
Choking on your alibis
But it's just the price I pay
Destiny is calling me
Open up my eager eyes
'Cause I'm Mr. Brightside

I'm comin' out of my cage
And I've been doin' just fine
Gotta gotta be down
Because I want it all

It started out with a kiss
How did it end up like this?
It was only a kiss
It was only a kiss

Now I'm falling asleep
And she's calling a cab
While he's havin' a smoke
And she's takin' a drag

Now they're going to bed
And my stomach is sick
And it's all in my head but she's touching his chest now
He takes off her dress now
Let me go

'Cause I just can't look
It's killing me
And taking control

Jealousy
Turning saints into the sea
Swimming through sick lullabies
Choking on your alibis
But it's just the price I pay
Destiny is calling me
Open up my eager eyes
'Cause I'm Mr. Brightside

I never
I never
I never
I never","['remix', 'indie', 'TheKillers', 'alternative', 'keinohrhasen', 'dance', 'electronic', 'indierock', 'rock', 'House', 'alternativerock', 'indietronica', 'electronica', 'pop', 'beats', '2005', 'greatremix', 'Soundtrack', 'bouncy', 'loveatfirstlisten', 'FUCKINGEPIC', 'trance', 'chill', 'favorites', 'happy', 'Awesome', 'upbeat', 'club', 'summer', 'euphoric', 'euphoria', '00s', 'fav', 'Favourites', 'holiday', 'StuartPrice', 'positive', 'JacquesLuContsThinWhiteDukeMix', 'myfavoritegaymoments', 'chillout', 'vocal', '2008', 'electro', 'slow', 'Love', 'lalala', 'catchy', 'newwave', 'britpop', 'contemplative', 'thoughtful', 'mashup', 'american', 'aggressive', 'fun', 'nice', 'b-side', 'mix', 'malevocalists', 'Obsession', 'relax', 'LRD', 'lovely', 'ghplus', 'getthis', 'SUN', 'underwater', 'work', 'weekend', 'ok', 'Loveit', 'wonderful', 'single', 'Eargasm', 'asgoodasitgets', 'lame', 'GoodStuff', 'Djable', 'eurobeat', 'invigorating', 'Empowering', 'betterthantheoriginal', 'bike', 'checkthisout', 'alternativ', 'The', 'MyFavorites', '5starsongs', 'Mrbrightside', 'Dance-Rock', 'bestof2005', 'clubremix', 'IonBradio', 'lifeiseasy', 'h', 'jacqueslucont', 'Version', 'Poopy', 'over5minuteslong', 'topquality']",1,2005
TRABQZK128F92F54F4.h5,Shakira,Pienso En Ti,"Cada día pienso en ti
Pienso un poco más en ti
Despedazo mi razón
Se destruye algo de mí
Cada día pienso en ti
Pienso un poco más en ti

Cada día pienso en ti
Pienso un poco más en ti
Cada vez que sale el sol
Busco en algo el valor 
Para continuar así
Y te veo así no te toque
Rezo por ti cada noche
Amanece y pienso en ti
Y retumba en mis oídos 
El tictac de los relojes
Y sigo pensando en ti

Y sigo pensando.....

Translation:
Everyday, I think of you. 
I think a bit more of you 
I take apart my heart... 
Something in me is destroyed... 
Everyday I think of you. 
I think a bit more of you... 
Everytime that the sun comes out 
I look for a bit of valor 
to continue. 


And I see you, I didn't touch you that way. 
I pray for you every night... 
It dawns and I think of you. 
And it rumbles in my ears 
the tick-tock of the clocks 
and I keep thinking of you 
and I keep thinking.....","['latin', 'Shakira', 'singer-songwriter', 'pop', 'latinpop', 'Acapella', 'femalevocalists', 'beautiful', 'Colombia', 'folk', 'colombian', 'poprock', 'acoustic', '90s', 'amazing', 'Ballad', 'Mellow', 'TalentedLadies', 'Soundtrack', 'spanish', 'rock', 'sad', 'cute', 'español', 'genius', 'emotional', 'poet', 'legend', 'flawless', 'amazingvoice', 'womanoftheworld', 'seenlive', 'female', 'chill', 'sexy', 'Lebanon', 'dance', 'Love', 'up', 'r&b', 'acappella', 'melancholy', 'good', 'latino', 'hot', 'heartbreak', 'spanishpop', 'RockenEspanol', 'Flamenco', 'best', 'Perfection', 'eargasms', 'femalesinger-songwriter', 'eclectonia', 'MareTranquillitatis', 'pet', '7of10stars', '1995', '<3', 'sultry', 'bestsongsever', 'yodel', 'eletronica', 'bellydance', 'latinoamerica', 'sophomoreyearofcollege', 'AuralSex', 'popespanol', 'subelamusica', 'favoriteShakirasongs', 'undergraduateyears', 'Quitepossiblyoneofthemostperfectthingsevercreated', 'ohgodyes', 'slow-beautiful-songs', 'dordecotovelo', 'cortapulso', 'solistasfemeninas', 'radiotrauma', '1310fh']",0,1995
TRAMMAF128F93051B0.h5,Basement Jaxx,Sfm,"She's a funky feline machine
Crazy cat inside your dream
She's a honey, she sting like a bee
You're the punk and she's the queen
She's and angel she's a dove
With a taste for a villain's blood
Packin heat, struttin on the street
Chew you up an make you meat
Sexy feline machine
She's a sexy feline machine

You can't stop her
Ya ya ya ya ya

She's a sexy feline machine
Crazy cat inside your dream
She's a honey, she sting like a bee
You're the punk and she's the queen

Sexy feline machine
She's a sexy feline machine

Everything is not as it seems
You can't stop her

Sexy feline machine
She's a sexy feline machine
You can't stop her
Ya ya ya ya ya","['dance', 'electronic', 'House', 'electronica', 'british', 'funk', 'techno', 'basementjaxx', 'chillout', 'trip-hop', 'pop', 'femalevocalists', 'Grime', 'BrokenBeat', 'cheerful', 'femalevocalist', 'soulful', '00s', '2001', 'Zero7', 'erotica', 'post-party', 'sfm', 'sexy', 'favorites', 'groovy', '2000s', 'cats', 'ElectronicaDance', 'britpop', 'attitude', 'Axe', 'innovation', 'kewl', 't2nparty', 'brixtonhouse', 'TylerAdam', 'franziskalovesit', 'franziskaselectrobeats', 'daca']",1,2001
TRACKAP128F425B741.h5,Christina Aguilera,Walk Away,"What do you do when you know something's bad for you
And you still can't let go?

I was naive
Your love was like candy
Artificially sweet
I was deceived by the wrapping
Got caught in your web
And I learned how to bleed
I was prey in your bed
And devoured completely

And it hurts my soul
'Cause I can't let go
All these walls are caving in
I can't stop my suffering
I hate to show that I've lost control
'Cause I, I keep going right back
To the one thing that I need to walk away from

I need to get away from ya
I need to walk away from ya
Get away, walk away, walk away

I should have known
I was used for amusement
Couldn't see through the smoke
It was all an illusion
Now I've been licking my wounds (licking my wounds)
But the venom seeps deeper (deeper, deeper)
We both can seduce
But darling you hold me prisoner (prisoner)

I'm about to break
I can't stop this ache
I'm addicted to your allure
And I'm fiendin' for a cure
Every step I take
Leads to one mistake
I keep going right back
To the one thing that I need...

I can't mend
This torn state I'm in
Getting nothing in return
What did I do to deserve
The pain of this slow burn
And everywhere I turn
I keep going right back
To the one thing that I need to walk away from

I need to get away from ya
I need to walk away from ya

Everytime I try to grasp for air
I get smothered in despair, it's never over, over
Seems I'll never wake from this nightmare,
I let out a silent prayer
That it be over, over

Inside I'm screaming,
Begging pleading no more

I don't know what to do
My heart has been bruised
So sad but it's true
Each beat reminds me of you

It hurts my soul
'Cause I can't let go
All these walls are caving in
I can't stop my suffering
I hate to show that I've lost control
Cause i
I keep going right back
To the one thing that I need, oh

I'm about to break
And I can't stop this ache
I'm addicted to your allure
And I'm fiendin' for a cure
Every step I take
Leads to one mistake
I keep going right back
To the one thing that I need, oh

I can't mend
This torn state I'm in
Getting nothing in return
What did I do to deserve
The pain of this slow burn
And everywhere I turn
I keep going right back
To the one thing that I need to walk away from

I say...
I need to get away from ya
I need to walk away from ya
Get away, walk away, walk away

Only thing I need to do is walk away

I need to get away from ya
I need to walk away from ya
Get away, walk away, walk away

I need to get away from ya
I need to walk away from ya
Get away, walk away, walk away

I need to get away from ya
I need to walk away from ya
Get away, walk away, walk away","['pop', 'ChristinaAguilera', 'femalevocalists', 'soul', 'rnb', 'Ballad', 'sad', 'beautiful', 'singer-songwriter', '00s', 'bigvoice', 'WalkAway', 'sexy', 'Love', 'american', 'legend', 'piano', 'blues', 'diva', 'amazing', 'femalevocalist', 'heartbreak', 'amazingvocals', 'vocal', 'rock', '2000s', 'powerful', 'heartbroken', 'ScottStorch', 'Icouldlistentothissongforever', 'favorites', 'r&b', 'bluesy', 'soulful', 'rhythmandblues', 'brokenheart', '2002', 'classic', 'slow', 'Mellow', 'intense', 'depressing', 'christina', 'Masterpiece', 'greatvoice', 'strength', 'mymusic', 'vulnerable', 'absolutelyfuckinggorgeous', 'chillout', 'jazz', 'favoritesongs', 'epic', 'Awesome', 'emotional', 'femalevocals', 'addiction', 'Favorite', '<3', 'voices', 'Stripped', 'underratedsongs', 'songsof2002', 'beautifulgirls', 'strongballad', 'ChristinaAguilera-WalkAway', 'ChristinaAguilera-WalkAway', 'fuckingamazinvocal', 'Hip-Hop', 'female', 'heavy', 'memories', 'nostalgic', 'Heartbreaking', 'GuiltyPleasures', 'pain', 'makesmecry', 'imissyou', 'Fave', 'grammywinner', 'Sentimental', 'personal', 'variety', 'livinglegend', 'halftonedsinglesclub', 'slowjam', 'silentintensity', 'SoundtrackOfMyLife', 'Musicalorgasm', 'XTina', 'Icanrelate', 'ifelticouldhavewrittenitsothefactthatitwasalreadywrittenwaskindofatechnicality', 'justgotbrokenhearted', 'theseductive', 'Cortavenas', 'antilove', 'christinaaguilera', 'divinemusic', 'melancholicdays', 'sadpatheticlife']",0,2002
TRADQJL128F92D9957.h5,The Presets,If I Know You,"Clever liar
Foolin' us all
Never thought I'd work it out
How could I have known it was ever about ya boy?

Now there's nothin' to say
'Cause there's no words
And we're not talkin' anyhow
You must have known I was never to doubt ya boy

If it was so fine, it was so good
Oh, you're unbelievable
All this time I've been livin' without ya boy
But not your lyin'

It felt so good, the world don't know
Now they'll never find out
How all these years she mustered beside ya boy
Don't forget that I

Was the one that ya found
And if I know you
You'll find me someplace new
I hope I never, I hope I never have to

We're a waste of time
And if I know you
Learned long ago it's true
I hope I never, I hope I never have to

Go and explain, explain it again
Boy, that this all started
Found you lying in the arms of another girl
So stop your crying

Day after day, year after year
Far too long it lasted
You must have thought I was nothing without ya boy
Don't forget that I

Was the one that ya found
And if I know you
You'll find me someplace new
I hope I never, I hope I never have to

We're a waste of time
And if I know you
Learned long ago it's true
I hope I never, I hope I never have to

And tonight, if we learn
That the world's on fire
I guess I'll turn to you
I hope I never, I hope I never have to

I fail to find
So hard to find
And I can't find a way for you
And I to go further on

I'm always learning things the hard, hard, hardest way

'Cause I was the one, that ya found
And if I know you
You'll find me someplace new
I hope you never, I hope you never get to

Tonight, if we learn
That the world's on fire
I guess I'll turn to you
I hope I never, I hope I never have to","['electronic', 'electro', 'dance', 'australian', 'electronica', 'amazing', 'malevocalists', 'electropop', 'sexy', 'synthpop', 'pop', 'sad', 'Electroclash', 'club', 'winter', '00s', 'Favourites', 'yes', 'darkdance', 'boogieboogie', 'Fantasterific', 'indie', 'rock', 'Love', 'piano', 'catchy', 'epic', 'synthpop', 'House', 'electrohouse', 'indietronica', 'beautiful', 'synth', 'latenight', 'Progressive', 'top', 'party', 'smooth', 'emotional', 'Bittersweet', 'trippy', 'australia', 'Uplifting', 'cool', 'futurepop', 'NightMusic', 'heartbreak', 'Aussie', 'loveatfirstlisten', 'wow', 'break-up', 'vocalist', 'malevocals', 'synth-pop', 'FUCKINGAWESOME', 'fotomotor', 'eclectonia', 'electro-pop', 'sexmusic', 'elektropop', 'hott', 'drama', 'futuristic', 'goodmusic', 'honest', 'truemetal', 'truthful', 'TheShit', 'outstanding', 'serious', 'darkdisco', 'lovethem', 'goldies', 'greatvocals', 'Eletro', 'electro-dance', 'Dopeness', 'sexyvocals', 'favoriteindie', 'afterparty', 'dancefloorsexy-time', 'elektronischer-b0lzen', '""bandsiveseenlive""', 'bdresfav', 'interested', 'Excelente', 'Retro80s', 'prettypretty', 'toptrackoftheweek', 'danceelectro', 'electronik', 'songstodownload', 'st', 'fotomotor-sun', '6starsoutof5', 'presets', 'LDM', 'electronicgenius', 'morrose', 'lovelistening']",0,2008
TRAGBHV128F4295074.h5,Goldfinger,I'm Down,"What the hell do you know you say
As you turn your face right back to me
What the hell do you know you say
Like some righteous man better than me
Well, I'm down, and you're killing me
And I'm down, but still you mean nothing to me

What the hell do you know you say
As you try to shrink me to your size
What the hell do you know you say
Just because you're scared to try
Well, I'm down, and you're killing me
And I'm down, but still you mean nothing to me

Here we go, singing the same song you've heard a thousand times
You think you know the answer
Yeah, you won't try it
And you deny it
It's the same damn song you've heard a thousand times
'Cause I'm down, and you're killing me
Yeah, I'm down, and you're killing me
Well, I'm down, yeah, I'm down...

What the hell do you know you say
Well, I think I know way more than you
What the hell do you know you
'Cause I know to myself I am true
Well, I'm down, and you're killing me
Yeah, I'm down, and you're killing me
When you're down, well, I'll walk away
When you're down... but still you mean fuck-all to me
Yeah, nothing to me","['punk', 'punkrock', 'skapunk', 'seenlive', 'rock', 'shit', 'thirdwaveska', 'fast', 'Love', 'ska', 'Pop-punk', '00s', 'punkrock', 'skatepunk', 'SoCal', 'alltimefavorites', 'thrill', 'favoriten', 'Goldfinger', 'PunkFavorites', 'backupvox', 'moodangrydepression', 'coolemucke', 'TapUrToeMusik', 'yourtag', 'StompingGround']",1,0
TRAIELD128F92DC682.h5,Kings Of Leon,Genius,"Everybody wants to be a showman
Yeah they all got another one
Everybody think they got a genius
Everybody got me on the run
Sometimes I think they come here
Just so you can say that you can
And I can't get alone in my bathroom
I need to give myself a hand

Y'all cuh-cuh-cuh-creepin'
Creepin' underneath my skin
Fuck you and your flashbulbs
Snappin' my picture again
You drink all my whiskey
You steal all my smoke
And you're crowded all around me
Like I got nowhere to go

(Chorus) Eyes are gonna roll
Beggin' me to kill
Time for you to go
I'm-a-gon' spill
It ain't yo fast train
I'll be the king runnin' at the wheel
I ain't lookin' to make no deals here no

You keep stickin' to me like a prickly porcupine
You're gettin' your information from the grocery checkout line
Are ya true confessin' of your little girl obsession
'Cause I was only messin', an' I had a little time
Chorus... Chorus X2","['rock', 'indierock', 'indie', 'kingsofleon', 'alternativerock', 'SouthernRock', 'GarageRock', 'american', 'alternative', '00s', 'countryrock', '2003', 'AlternativePunk', 'blues', 'upbeat', 'bluesrock', 'garage', 'frenetic', 'RockandRoll', '8of10stars', 'Tennessee', 'alternrock', 'Thembedancingsongs', 'kingsofleon-genius', 'seenlive', 'soul', 'Love', 'download', 'genius', 'party', 'Like', 'euphoric', 'Indie-Rock', 'aggressive', 'f', 'greatsong', 'Uplifting', 'good', 'malevocalists', 'RockPop', 'Favorite', 'FaveIndiePop', 'independent', 'Loveit', '2000s', '9', 'shakeit', '4of10stars', 'folky', 'lovedatfirstlisten', 'alcohol', 'dirt', '100', 'man', 'mymusic', 'alt', 'summer07', 'JamRock', 'ash', 'Garage-Rock', 'HappyFeet', 'Makesmedance', 'tense-anxious', 'makesmewannadance', 'Newrock', 'heardonlastfm', 'du', 'bbq', 'ragged', 'freakeystylish', 'betterthancoffee', 'stonesoup', 'aggressiv', 'm90', '999', 'Rock-Contemporary', 'gotquirk', '500-599', 'songsmeantforthesunroofopenandwindowsdown', 'good0', 'a217', 'tiffburns', 'mosesindiedisco', 'unaskeotraschiditas', 'icanroll', 'mosesrock', 'shearadio', 'vin10', 'progressivepunk', 'myspacerecommendations', 'str8trawk', 'kingsofleongenius', 'JeLike', 'whiskeyramble', 'listabeto', 'alegreeeeeeeee']",1,2003
TRALROP128F92CA9CC.h5,Foo Fighters,Next Year,"I'm in the sky tonight
There I can keep by your side
Watching the wide world riot and hiding out
I'll be coming home next year

Into the sun we climb
Climbing our wings will burn white
Everyone strapped in tight
We'll ride it out
I'll be coming home next year

Come on get on, get on
Take it till life runs out
No one can find us now
Living with our heads underground

Into the night we shine
Lighting the way we glide by
Catch me if I get too high
When I come down
I'll be coming home next year

I'm in the sky tonight
There I can keep by your side
Watching the whole world wind around and round
I'll be coming home next year

Come on get on, get on
Take it till life runs out
No one can find us now
Living with our heads underground

I'll be coming home next year
I'll be coming home next year
Everything's alright up here
If I come down
I'll be coming home next year

Say goodbye, say goodbye
Say goodbye, say goodbye
I'll be coming home next year
I'll be coming home next year
Everything's alright up here
If I come down
I'll be coming home next year
I'll be coming home next year","['rock', 'alternativerock', 'alternative', 'foofighters', 'Grunge', '90s', 'post-grunge', 'hardrock', 'favorites', 'american', 'pop', 'heardonPandora', 'NextYear', 'poprock', 'chillout', 'Love', 'acoustic', 'Mellow', 'DaveGrohl', 'classicrock', 'punk', 'indierock', 'ed', 'seenlive', 'chill', 'beautiful', 'altrock', 'PostGrunge', 'Soundtrack', 'favoritesongs', 'emo', 'USA', 'memories', 'softrock', 'favourite', 'malevocalist', 'live', 'chillout', '1990s', 'Nirvana', 'favoritas', 'Foofighters-nextyear', 'indie', 'classic', 'instrumental', 'seattle', 'powerpop', 'singer-songwriter', 'StonerRock', 'slow', 'calm', 'Queen', 'easylistening', 'romantic', 'Awesome', 'london', 'guitar', 'bass', 'themesongs', 'drums', 'Driving', 'Hope', 'summer', 'pretty', 'NYC', 'nostalgic', 'euphoric', 'GarageRock', 'Ilike', 'emotional', 'melancholic', 'fun', 'nice', 'Coldplay', 'greatsong', 'Uplifting', 'modernrock', '00s', 'Ballad', 'warm', 'Favorite', 'rocky', 'relax', 'fav', 'best', 'Jam', 'Favourites', 'brilliant', 'trip', 'import', 'play', 'greatsongs', 'rockballad', 'Perfection', 'time', 'hmmm', 'gutelaune', 'cps2006-favorite', 'friendsofthekingofrummelpop', 'SoundtrackdesLebens']",0,1999
